Student ID,Gender,Age,School,math_score,reading_score,writing_score,class_performance
1756,Female,20,A,86,71,78,C
1757,Male,18,C,92,86,26,D
1758,Female,18,B,27,63,58,F
1759,Male,17,C,98,65,82,B
1760,Female,19,C,67,51,85,D
1761,Female,21,C,55,95,65,C
1762,Male,19,A,80,33,37,F
1763,Female,21,E,82,80,35,D
1764,Male,21,E,86,86,80,B
1765,Female,18,D,36,39,81,F
1766,Female,18,B,36,92,47,F
1767,Female,21,B,58,94,62,C
1768,Female,18,B,69,46,71,D
1769,Male,19,C,48,91,87,C
1770,Female,19,A,86,75,69,C
1771,Female,19,E,49,80,42,F
1772,Female,20,E,35,90,56,D
1773,Female,17,D,94,52,49,D
1774,Male,17,A,91,,66,D
1775,Male,21,A,46,38,29,F
1776,Female,18,B,52,93,84,C
1777,Male,21,E,44,95,28,F
1778,Male,21,E,,51,65,F
1779,Male,17,D,32,64,42,F
1780,Female,17,D,27,51,40,F
1781,Female,20,B,54,,27,F
1782,Male,19,A,83,63,61,D
1783,Male,17,D,27,87,32,F
1784,Female,18,C,57,27,28,F
1785,Female,18,D,29,,82,F
1786,Male,17,B,71,88,27,D
1787,Female,21,A,73,73,75,C
1788,Male,17,C,25,49,61,F
1789,Female,17,D,73,89,72,C
1790,Male,17,D,25,66,77,F
1791,Female,17,B,53,88,27,F
1792,Male,19,B,33,80,88,D
1793,Male,18,C,74,100,39,C
1794,Female,20,C,93,63,44,D
1795,Female,17,B,99,,28,D
1796,Male,20,B,80,38,58,F
1797,Male,18,B,92,65,38,D
1798,Male,17,C,41,25,42,F
1799,Female,19,D,59,67,52,F
1800,Male,18,C,,59,79,C
1801,Male,19,E,,70,65,D
1802,Female,21,A,94,44,90,C
1803,Female,21,D,38,31,54,F
1804,Male,18,C,27,90,40,F
1805,Female,20,A,79,96,97,A
1806,Male,18,D,88,80,69,C
1807,Female,17,A,62,44,61,F
1808,Male,21,C,85,82,21,C
1809,Male,18,C,56,100,71,C
1810,Male,21,B,43,52,94,D
1811,Female,21,A,31,,100,F
1812,Female,18,B,86,82,,C
1813,Male,20,A,37,48,100,D
1814,Male,18,E,34,4,64,F
1815,Female,18,A,60,44,61,F
1816,Male,19,A,54,90,91,C
1817,Male,18,C,,74,59,D
1818,Male,19,E,53,27,96,F
1819,Male,20,C,96,72,59,C
1820,Male,17,D,59,35,88,D
1821,Female,18,D,79,43,56,F
1822,Male,19,E,99,52,81,C
1823,Male,18,C,78,66,59,D
1824,Male,20,E,88,50,93,C
1825,Female,18,B,88,,87,A
1826,Female,18,C,38,71,82,D
1827,Male,17,B,41,75,59,F
1828,Female,19,B,30,75,92,D
1829,Female,21,E,90,89,57,C
1830,Male,21,E,,77,76,D
1831,Female,19,D,35,36,74,F
1832,Male,18,C,42,35,95,F
1833,Male,19,C,81,38,87,D
1834,Male,19,A,69,28,90,D
1835,Male,20,C,33,98,61,D
1836,Male,17,E,98,47,49,D
1837,Female,20,B,98,41,53,D
1838,Female,17,D,100,58,61,C
1839,Male,19,C,41,47,86,F
1840,Male,18,E,32,87,96,C
1841,Male,18,B,50,29,78,F
1842,Male,18,A,42,60,59,F
1843,Male,20,B,86,89,97,A
1844,Male,20,E,52,31,54,F
1845,Male,20,D,69,44,78,D
1846,Female,20,B,48,83,60,D
1847,Female,17,E,75,57,57,D
1848,Male,20,E,97,97,39,C
1849,Male,21,B,8,62,25,F
1850,Male,19,C,81,28,47,F
1851,Male,17,D,91,63,100,B
1852,Male,18,B,67,67,74,D
1853,Male,19,E,52,69,32,F
1854,Male,20,C,71,32,76,F
1855,Female,19,B,25,54,98,F
1856,Male,17,E,96,69,98,B
1857,Male,17,B,37,60,25,F
1858,Male,19,B,27,82,53,F
1859,Male,17,C,84,30,77,D
1860,Female,17,B,50,60,95,D
1861,Female,18,E,88,,56,C
1862,Female,20,C,69,58,43,F
1863,Male,21,E,88,80,84,B
1864,Male,19,E,29,84,45,F
1865,Female,18,C,83,91,3,D
1866,Female,17,A,39,42,59,F
1867,Female,19,B,79,36,92,D
1868,Female,18,A,54,58,48,F
1869,Male,19,B,55,33,39,F
1870,Male,19,D,48,28,41,F
1871,Female,17,C,86,83,95,B
1872,Female,21,D,69,,50,F
1873,Male,18,E,72,55,41,F
1874,Male,19,E,68,31,48,F
1875,Male,19,A,91,93,79,B
1876,Male,19,A,99,36,35,F
1877,Male,21,E,95,62,68,C
1878,Male,18,B,66,,61,F
1879,Male,19,D,74,89,35,D
1880,Male,17,C,71,39,30,F
1881,Male,17,E,31,39,61,F
1882,Male,20,D,40,44,89,F
1883,Male,17,A,91,69,30,D
1884,Male,20,A,32,43,70,F
1885,Male,18,A,55,61,82,D
1886,Female,18,D,67,37,36,F
1887,Male,18,E,50,35,93,F
1888,Male,17,C,81,45,41,F
1889,Male,19,C,73,70,46,D
1890,Female,21,E,88,68,70,C
1891,Female,20,A,88,48,87,C
1892,Female,19,C,,44,94,F
1893,Female,18,E,65,91,39,D
1894,Female,21,A,70,92,66,C
1895,Male,19,B,78,94,88,B
1896,Female,18,D,50,27,76,F
1897,Male,18,E,64,51,34,F
1898,Male,20,B,73,50,40,F
1899,Female,21,D,79,33,83,D
1900,Male,19,C,42,78,58,F
1901,Male,17,D,65,72,95,C
1902,Male,21,C,,90,100,A
1903,Female,19,B,88,100,66,B
1904,Female,17,C,52,,57,D
1905,Female,18,B,83,45,38,F
1906,Female,19,E,43,66,55,F
1907,Female,21,E,85,46,9,C
1908,Female,20,A,53,57,85,D
1909,Female,18,E,96,98,33,C
1910,Male,18,D,58,99,87,B
1911,Male,19,A,39,73,80,D
1912,Male,20,E,36,67,42,F
1913,Male,20,C,70,89,58,C
1914,Male,17,E,99,88,97,A
1915,Male,18,D,48,53,,F
1916,Male,19,B,,59,34,F
1917,Male,19,E,37,36,98,F
1918,Male,17,B,90,96,25,C
1919,Female,17,E,90,89,27,D
1920,Female,17,C,,96,56,B
1921,Female,21,A,52,0,84,D
1922,Male,18,D,80,50,78,D
1923,Female,17,C,25,67,39,F
1924,Male,17,C,43,58,48,F
1925,Female,21,E,57,,93,D
1926,Male,19,C,44,58,86,D
1927,Female,21,B,63,41,68,F
1928,Female,20,A,28,80,99,D
1929,Female,18,E,93,72,55,C
1930,Female,19,E,40,88,77,D
1931,Male,18,B,26,,74,D
1932,Female,19,B,89,92,0,B
1933,Female,19,A,83,59,68,C
1934,Female,18,D,98,45,,B
1935,Female,21,C,52,41,90,D
1936,Male,18,C,32,76,31,F
1937,Female,19,D,90,77,27,D
1938,Male,17,E,74,54,43,F
1939,Male,17,B,42,92,46,D
1940,Female,20,E,63,44,51,F
1941,Female,21,C,56,73,6,C
1942,Female,21,A,62,84,44,D
1943,Male,21,E,31,45,82,F
1944,Female,21,C,46,41,35,F
1945,Male,20,B,28,39,76,F
1946,Male,19,D,52,52,67,F
1947,Female,20,B,100,,76,B
1948,Male,20,D,61,29,83,F
1949,Female,17,B,86,97,81,B
1950,Female,19,E,88,90,78,B
1951,Female,20,C,64,32,35,F
1952,Female,19,C,43,95,87,C
1953,Male,17,C,76,27,51,F
1954,Male,18,B,26,,78,F
1955,Female,18,C,68,38,60,F
1956,Male,19,D,65,,81,D
1957,Female,18,A,58,32,89,F
1958,Male,18,B,25,25,72,F
1959,Male,20,A,67,62,51,D
1960,Male,19,E,99,69,85,B
1961,Female,18,C,,91,65,D
1962,Female,19,E,89,49,85,C
1963,Female,20,B,77,82,73,C
1964,Male,19,B,41,46,36,F
1965,Female,18,C,89,64,28,D
1966,Male,21,A,,74,29,F
1967,Male,21,B,81,86,91,B
1968,Male,19,E,69,65,55,D
1969,Male,21,C,64,48,57,F
1970,Male,17,B,,42,37,F
1971,Male,20,C,75,36,47,F
1972,Female,19,E,,100,90,B
1973,Male,21,A,44,51,28,F
1974,Male,18,E,100,48,94,B
1975,Male,18,B,65,34,28,F
1976,Male,19,C,41,32,99,F
1977,Male,18,D,58,79,65,D
1978,Female,18,A,60,46,89,D
1979,Male,20,C,61,66,34,F
1980,Male,17,E,32,,29,F
1981,Female,18,A,85,75,92,B
1982,Male,18,B,,64,58,D
1983,Female,19,D,64,76,34,F
1984,Female,17,A,61,51,63,F
1985,Male,17,B,80,36,81,D
1986,Male,19,E,47,92,70,D
1987,Male,17,A,95,38,25,F
1988,Male,21,D,69,60,36,F
1989,Male,20,E,86,86,27,D
1990,Female,18,E,36,58,47,F
1991,Female,21,D,91,79,63,C
1992,Female,21,B,64,30,69,F
1993,Female,19,C,35,75,90,D
1994,Male,20,C,62,81,36,F
1995,Male,20,A,34,62,77,F
1996,Male,20,E,27,51,45,F
1997,Female,20,B,59,34,30,F
1998,Male,17,A,,64,39,F
1999,Male,19,E,58,91,82,C
2000,Female,17,A,86,27,89,D
2001,Male,21,A,93,34,30,F
2002,Female,18,B,64,27,80,F
2003,Male,19,E,93,99,38,C
2004,Female,20,D,79,34,37,F
2005,Male,17,C,34,31,30,F
2006,Male,18,E,54,25,52,F
2007,Female,18,D,97,86,62,B
2008,Male,17,C,42,33,,F
2009,Female,21,C,94,50,69,C
2010,Male,21,C,70,59,40,F
2011,Female,18,B,32,36,41,F
2012,Female,18,B,44,94,65,D
2013,Male,21,E,50,72,34,F
2014,Male,21,C,100,45,97,B
2015,Female,20,C,,35,93,F
2016,Female,21,D,96,18,77,D
2017,Male,17,D,66,71,63,D
2018,Male,17,A,32,35,66,F
2019,Male,18,A,43,86,42,F
2020,Female,21,A,44,60,89,D
2021,Male,21,D,89,51,34,F
2022,Female,21,C,74,32,79,D
2023,Female,19,E,83,29,43,F
2024,Female,18,D,87,94,47,C
2025,Male,17,A,34,81,40,F
2026,Male,18,E,90,59,69,C
2027,Male,18,B,43,53,92,D
2028,Male,21,B,60,57,25,D
2029,Female,17,D,29,66,34,F
2030,Female,19,A,43,66,42,F
2031,Male,21,E,66,87,,D
2032,Female,17,D,,74,80,B
2033,Male,17,D,77,47,65,D
2034,Female,19,D,55,53,64,F
2035,Female,19,E,76,76,61,C
2036,Female,21,D,89,51,41,D
2037,Female,19,D,86,99,29,C
2038,Female,18,E,60,49,82,D
2039,Male,21,C,71,78,32,D
2040,Male,21,B,63,38,26,F
2041,Female,17,E,,51,97,C
2042,Female,17,E,31,33,80,F
2043,Male,20,C,53,97,20,B
2044,Male,19,C,98,49,48,D
2045,Female,17,B,74,,59,D
2046,Female,17,A,71,,90,C
2047,Male,17,C,51,70,43,F
2048,Male,21,A,38,83,69,D
2049,Female,19,E,28,,39,F
2050,Male,20,C,83,100,55,C
2051,Female,21,C,25,86,44,F
2052,Female,20,B,100,78,76,B
2053,Female,17,A,33,46,46,F
2054,Female,21,B,96,38,28,F
2055,Female,17,B,48,56,80,D
2056,Male,19,D,40,25,45,F
2057,Female,20,A,45,,61,F
2058,Female,21,C,33,46,73,F
2059,Male,19,C,100,90,44,C
2060,Female,17,B,28,90,47,F
2061,Female,20,B,82,75,,C
2062,Male,17,B,37,96,33,F
2063,Male,19,D,54,95,55,D
2064,Male,20,B,47,67,33,F
2065,Female,20,A,82,59,44,D
2066,Female,19,A,,69,62,D
2067,Female,18,B,91,,54,B
2068,Female,17,B,29,85,52,F
2069,Female,21,E,79,74,93,B
2070,Female,17,B,35,,35,F
2071,Female,21,D,,55,41,F
2072,Male,17,B,47,61,22,F
2073,Male,18,D,66,73,59,D
2074,Male,17,B,47,47,46,F
2075,Female,19,E,36,90,52,F
2076,Female,17,E,70,72,41,D
2077,Male,18,E,79,39,82,D
2078,Male,18,B,73,73,49,D
2079,Male,21,C,67,77,64,D
2080,Female,20,A,57,46,67,F
2081,Female,17,E,97,48,46,D
2082,Male,21,A,39,48,84,F
2083,Male,21,D,68,43,100,C
2084,Female,19,C,58,41,27,F
2085,Female,21,C,61,37,46,F
2086,Female,20,A,28,87,66,D
2087,Female,18,D,79,75,54,D
2088,Female,21,C,38,68,94,D
2089,Female,20,E,72,50,29,F
2090,Female,19,C,,44,43,F
2091,Male,18,C,96,98,43,C
2092,Female,17,B,75,,47,C
2093,Female,21,B,97,,98,B
2094,Male,17,B,67,64,64,D
2095,Female,19,E,88,73,78,C
2096,Female,20,C,,77,87,D
2097,Female,19,B,59,39,48,F
2098,Male,19,B,83,66,72,C
2099,Male,17,A,83,77,24,C
2100,Female,20,A,55,47,49,F
2101,Female,19,E,59,70,31,F
2102,Female,17,D,53,66,99,C
2103,Female,17,D,100,50,34,D
2104,Male,17,E,,43,88,C
2105,Male,19,C,54,57,48,F
2106,Male,19,C,,59,44,F
2107,Male,20,E,85,96,99,A
2108,Female,19,A,88,99,91,A
2109,Female,17,C,70,26,11,D
2110,Male,21,D,34,53,76,F
2111,Female,18,A,74,52,99,C
2112,Male,17,B,42,45,60,F
2113,Female,21,A,93,47,44,D
2114,Female,18,A,,55,68,C
2115,Male,21,C,55,52,42,F
2116,Female,20,E,42,87,94,C
2117,Female,21,E,74,39,75,D
2118,Female,20,D,59,78,59,D
2119,Female,20,A,35,28,25,F
2120,Male,20,C,76,55,81,C
2121,Female,17,C,65,,37,F
2122,Male,17,C,99,49,53,D
2123,Female,21,B,83,87,59,C
2124,Female,17,D,25,93,83,D
2125,Female,17,A,26,82,29,F
2126,Female,17,A,78,61,41,D
2127,Male,18,A,96,77,57,C
2128,Male,18,C,55,30,32,F
2129,Male,21,E,83,44,38,F
2130,Female,20,C,85,59,30,F
2131,Female,17,C,64,59,53,F
2132,Female,19,A,,96,62,D
2133,Male,20,B,62,65,54,D
2134,Male,18,B,54,34,100,D
2135,Female,17,A,58,95,77,C
2136,Male,21,A,41,56,85,D
2137,Male,21,D,50,53,54,F
2138,Male,21,D,28,35,50,F
2139,Male,19,C,48,58,,D
2140,Female,17,B,67,51,62,D
2141,Female,18,D,45,84,91,C
2142,Male,21,A,82,38,55,F
2143,Male,21,C,55,28,86,F
2144,Male,19,D,92,69,,D
2145,Male,20,B,52,,36,F
2146,Male,18,C,37,94,96,C
2147,Female,19,D,78,87,69,C
2148,Male,21,D,63,62,45,F
2149,Female,20,D,75,72,98,B
2150,Male,21,A,50,40,93,D
2151,Female,21,E,32,42,26,F
2152,Female,19,A,35,78,46,F
2153,Female,20,A,91,36,95,C
2154,Male,19,D,88,65,100,B
2155,Female,17,E,,71,74,D
2156,Male,19,A,94,95,62,B
2157,Male,19,A,32,71,85,D
2158,Male,18,E,76,38,62,F
2159,Male,18,C,56,100,73,C
2160,Female,20,A,96,91,72,B
2161,Female,18,A,56,36,80,F
2162,Male,20,E,76,81,66,C
2163,Male,19,A,74,89,39,D
2164,Female,19,C,42,72,96,C
2165,Male,18,E,34,75,61,F
2166,Female,20,D,54,100,40,D
2167,Male,21,D,73,100,35,D
2168,Female,21,E,70,29,83,D
2169,Male,21,B,32,100,63,D
2170,Male,17,D,33,89,64,D
2171,Female,20,A,25,94,76,D
2172,Female,17,B,34,,26,F
2173,Female,21,C,73,65,41,F
2174,Female,18,D,27,58,40,F
2175,Female,19,C,90,32,55,F
2176,Male,18,D,,35,84,F
2177,Female,20,A,32,59,34,F
2178,Female,21,D,89,39,25,F
2179,Female,21,D,59,99,55,C
2180,Male,18,C,82,55,84,C
2181,Male,17,D,63,72,84,C
2182,Female,20,C,61,52,,D
2183,Female,20,D,35,,95,C
2184,Male,21,C,55,27,98,D
2185,Female,17,B,89,92,55,C
2186,Male,20,A,48,91,96,C
2187,Female,17,A,89,92,97,A
2188,Female,17,B,54,98,77,C
2189,Male,17,D,28,39,41,F
2190,Male,17,C,34,74,32,F
2191,Male,20,D,59,80,100,C
2192,Male,20,B,87,74,82,B
2193,Female,19,A,32,70,95,D
2194,Male,20,C,99,36,43,F
2195,Female,18,E,70,69,35,F
2196,Male,21,B,93,43,40,F
2197,Female,19,C,68,77,79,C
2198,Male,20,C,45,76,97,C
2199,Male,17,D,72,68,89,C
2200,Male,18,A,95,14,81,C
2201,Female,17,D,76,40,18,F
2202,Female,19,C,27,41,98,F
2203,Male,17,E,0,42,68,D
2204,Male,17,A,26,41,100,F
2205,Male,18,B,52,66,62,D
2206,Male,20,B,69,45,83,D
2207,Male,21,E,34,72,95,D
2208,Male,19,C,78,29,51,F
2209,Male,18,E,44,77,40,F
2210,Male,20,C,41,64,31,F
2211,Female,20,A,38,79,87,D
2212,Male,21,C,99,86,93,A
2213,Female,18,B,35,39,68,F
2214,Female,18,E,99,89,56,B
2215,Female,19,E,27,66,94,D
2216,Female,20,B,99,41,77,C
2217,Female,21,A,78,98,93,B
2218,Female,20,E,41,79,72,D
2219,Female,20,D,34,92,100,C
2220,Male,21,C,44,88,83,C
2221,Male,21,A,48,95,69,C
2222,Male,18,E,81,74,73,C
2223,Male,18,E,77,53,78,D
2224,Female,19,B,87,47,63,D
2225,Male,17,E,87,42,94,C
2226,Male,21,C,,64,73,C
2227,Male,17,E,100,64,50,C
2228,Female,18,A,,90,93,A
2229,Male,18,B,75,63,34,F
2230,Female,17,D,45,88,30,F
2231,Male,20,D,74,26,26,F
2232,Female,18,A,,86,38,F
2233,Female,20,C,63,34,36,F
2234,Male,21,A,81,60,61,D
2235,Male,19,D,35,38,86,F
2236,Female,20,C,39,66,38,F
2237,Male,21,D,74,74,94,B
2238,Female,18,B,54,92,71,C
2239,Male,19,C,95,,75,D
2240,Male,21,B,71,53,35,F
2241,Female,21,C,79,62,49,D
2242,Female,20,D,66,27,49,F
2243,Male,21,B,63,72,80,C
2244,Male,18,C,88,89,64,B
2245,Male,21,E,30,39,,F
2246,Female,21,D,47,34,82,F
2247,Female,21,C,71,80,36,D
2248,Male,18,C,55,39,100,D
2249,Female,18,C,82,84,50,C
2250,Male,18,B,62,45,51,F
2251,Female,21,A,91,51,82,C
2252,Male,19,B,39,59,,F
2253,Male,20,B,34,75,87,D
2254,Male,20,C,97,8,75,D
2255,Female,19,C,25,32,27,F
2256,Female,20,D,56,51,85,D
2257,Female,18,A,34,73,96,D
2258,Female,21,B,76,99,66,B
2259,Female,20,E,67,69,98,C
2260,Male,20,D,99,47,39,D
2261,Male,20,B,33,61,56,F
2262,Female,20,B,71,27,69,F
2263,Female,19,B,40,99,56,D
2264,Male,18,C,60,36,39,F
2265,Female,19,B,51,74,63,D
2266,Female,17,D,86,33,45,F
2267,Male,21,B,48,28,58,F
2268,Male,20,B,30,67,83,D
2269,Male,19,E,75,58,83,C
2270,Male,18,A,72,40,75,D
2271,Male,20,A,62,67,46,F
2272,Male,17,A,81,67,74,C
2273,Female,17,B,27,52,26,F
2274,Male,20,C,84,,65,C
2275,Female,17,C,71,36,27,F
2276,Female,17,B,12,73,71,C
2277,Female,21,B,43,50,,F
2278,Male,20,E,70,51,88,D
2279,Male,19,D,54,60,30,F
2280,Female,21,C,99,33,98,C
2281,Male,18,D,39,50,,F
2282,Female,19,C,36,69,60,F
2283,Male,19,B,84,82,72,C
2284,Female,19,E,34,86,72,D
2285,Male,18,A,57,77,52,D
2286,Male,17,D,48,40,49,F
2287,Female,19,C,76,65,74,C
2288,Female,20,A,49,62,42,F
2289,Female,20,E,28,74,29,F
2290,Female,17,C,32,36,77,F
2291,Female,21,D,26,70,85,D
2292,Male,18,D,64,40,57,F
2293,Male,20,C,40,88,84,C
2294,Female,18,A,39,93,53,D
2295,Female,18,B,29,61,53,F
2296,Male,18,E,53,60,74,D
2297,Female,21,C,94,86,68,B
2298,Female,20,D,67,,68,F
2299,Female,18,A,64,80,50,D
2300,Female,19,A,88,92,73,B
2301,Female,19,E,65,55,66,D
2302,Female,18,C,64,83,64,C
2303,Female,17,E,61,77,32,F
2304,Male,21,E,47,81,45,F
2305,Male,21,C,88,,34,F
2306,Male,20,D,93,37,83,C
2307,Male,17,D,60,81,35,F
2308,Male,20,E,56,75,54,D
2309,Female,19,E,44,75,44,F
2310,Female,21,C,80,95,75,B
2311,Female,18,D,85,25,76,D
2312,Female,17,E,,74,42,D
2313,Female,20,E,37,84,84,D
2314,Male,17,E,30,83,97,C
2315,Male,21,C,84,29,,D
2316,Male,19,E,94,88,61,B
2317,Female,18,C,38,47,26,F
2318,Female,20,C,54,55,62,F
2319,Female,18,B,70,50,30,F
2320,Female,21,A,83,90,100,A
2321,Female,19,D,54,63,70,D
2322,Male,19,A,72,49,97,C
2323,Female,21,D,55,89,25,F
2324,Male,17,D,88,,34,D
2325,Male,20,E,93,41,84,C
2326,Male,20,A,70,76,90,C
2327,Male,17,B,,30,56,F
2328,Female,17,B,48,66,56,F
2329,Male,17,D,51,25,69,F
2330,Female,20,A,39,80,,D
2331,Female,18,E,90,27,71,D
2332,Male,17,A,59,79,27,F
2333,Male,19,B,43,,95,F
2334,Male,19,C,72,77,29,F
2335,Female,21,D,54,63,80,D
2336,Female,21,B,32,88,,D
2337,Male,18,B,32,88,100,C
2338,Female,18,C,88,74,86,B
2339,Male,17,B,64,27,59,F
2340,Female,17,A,45,66,92,D
2341,Male,21,B,75,,80,C
2342,Female,19,B,84,47,34,F
2343,Male,20,B,78,98,83,B
2344,Male,19,D,14,35,90,C
2345,Female,19,E,53,86,94,C
2346,Female,19,A,39,52,65,F
2347,Male,20,C,52,100,71,C
2348,Female,18,E,73,58,83,C
2349,Female,21,B,,68,39,F
2350,Male,18,A,26,49,75,F
2351,Male,20,C,46,31,89,F
2352,Male,17,E,,49,74,D
2353,Male,18,D,41,67,89,D
2354,Male,18,C,27,82,99,D
2355,Female,18,B,78,94,73,B
2356,Male,19,D,67,80,80,C
2357,Female,19,B,83,68,50,D
2358,Female,17,E,36,94,62,D
2359,Male,20,C,51,62,77,D
2360,Female,18,D,41,83,41,F
2361,Female,21,E,57,53,62,F
2362,Female,19,E,87,81,65,C
2363,Female,21,A,28,93,93,C
2364,Male,20,D,63,,68,D
2365,Female,18,A,92,25,96,C
2366,Female,19,B,69,29,66,F
2367,Female,20,D,53,39,53,F
2368,Female,20,B,82,95,85,B
2369,Male,21,A,46,30,30,F
2370,Male,20,D,83,77,31,D
2371,Male,18,C,79,52,31,F
2372,Female,17,D,82,82,27,D
2373,Female,18,B,20,73,93,C
2374,Female,19,C,27,73,60,F
2375,Male,18,C,26,26,85,F
2376,Female,19,E,,86,27,D
2377,Male,17,C,44,80,,D
2378,Female,17,D,32,34,69,F
2379,Female,18,C,35,,30,F
2380,Male,17,D,72,57,42,F
2381,Female,19,E,52,43,89,D
2382,Male,18,E,33,26,98,F
2383,Male,19,C,61,77,45,D
2384,Female,21,C,64,74,32,F
2385,Male,21,B,71,58,54,D
2386,Female,20,E,83,35,35,F
2387,Female,19,C,71,25,74,F
2388,Female,17,E,55,68,25,F
2389,Male,21,A,68,62,,D
2390,Male,20,D,25,58,41,F
2391,Male,19,E,46,63,93,D
2392,Male,19,E,,51,87,C
2393,Female,21,D,57,36,36,F
2394,Male,20,B,50,64,69,D
2395,Female,19,E,42,96,67,D
2396,Female,18,C,41,89,77,D
2397,Female,21,E,54,68,73,D
2398,Female,20,D,28,88,64,D
2399,Female,19,C,60,36,34,F
2400,Male,17,C,87,97,47,C
2401,Male,19,E,94,68,22,B
2402,Male,21,B,90,63,95,B
2403,Male,18,B,30,68,96,D
2404,Male,21,C,26,43,37,F
2405,Male,18,D,87,70,67,C
2406,Female,21,A,87,84,,D
2407,Male,20,A,77,100,55,C
2408,Female,17,B,67,29,79,F
2409,Female,21,E,94,82,48,C
2410,Female,21,D,97,78,53,C
2411,Male,19,C,32,35,51,F
2412,Female,18,A,60,36,87,D
2413,Male,20,C,79,60,,D
2414,Male,21,C,32,89,34,F
2415,Male,19,E,65,68,67,D
2416,Male,21,D,30,52,83,F
2417,Female,19,E,77,53,42,F
2418,Female,21,D,71,33,76,D
2419,Male,19,E,36,38,100,F
2420,Female,17,D,,58,85,D
2421,Male,18,D,60,50,63,F
2422,Female,17,D,50,85,55,D
2423,Female,20,E,47,34,60,F
2424,Male,21,A,76,33,89,D
2425,Female,21,A,40,61,73,F
2426,Male,19,B,47,71,100,C
2427,Male,21,E,89,77,53,C
2428,Female,18,A,62,27,32,F
2429,Male,21,B,58,44,66,F
2430,Female,21,D,90,51,47,D
2431,Female,20,A,,61,86,D
2432,Female,19,C,47,,78,F
2433,Male,19,A,48,88,73,D
2434,Male,17,D,53,86,38,F
2435,Male,21,D,49,43,100,D
2436,Female,17,E,75,60,46,D
2437,Male,19,A,70,55,39,F
2438,Male,19,E,55,42,35,F
2439,Male,20,C,61,61,81,D
2440,Female,18,C,91,36,94,C
2441,Male,21,E,70,31,68,F
2442,Female,19,C,60,43,40,F
2443,Female,19,E,83,79,90,B
2444,Female,20,A,70,53,65,D
2445,Male,19,B,42,69,94,D
2446,Female,17,D,84,63,,C
2447,Male,20,B,91,94,32,C
2448,Male,17,B,25,80,59,F
2449,Female,18,D,89,98,59,B
2450,Male,17,D,67,53,43,F
2451,Female,17,A,53,28,75,F
2452,Female,19,D,64,49,85,D
2453,Male,19,C,84,46,99,C
2454,Male,21,C,31,29,44,F
2455,Female,20,D,35,37,85,F
2456,Male,17,D,70,34,88,D
2457,Male,18,D,34,37,53,F
2458,Female,21,D,49,83,68,D
2459,Male,20,D,70,40,,F
2460,Male,20,C,71,43,30,F
2461,Female,17,D,42,52,65,F
2462,Male,21,D,65,41,43,F
2463,Female,17,D,92,71,68,C
2464,Female,21,C,41,90,92,C
2465,Male,17,A,87,64,67,C
2466,Male,19,E,95,69,82,B
2467,Female,17,A,63,93,34,D
2468,Male,19,C,39,41,65,F
2469,Male,18,C,87,99,48,C
2470,Male,17,A,79,39,30,F
2471,Female,19,C,49,83,72,D
2472,Female,21,A,50,88,84,C
2473,Male,21,A,34,52,78,F
2474,Male,17,A,,45,25,F
2475,Female,20,E,40,26,55,F
2476,Female,19,E,71,82,83,C
2477,Male,20,D,86,88,66,B
2478,Female,21,D,17,88,51,C
2479,Male,17,B,64,84,42,D
2480,Female,19,A,50,45,54,F
2481,Female,20,E,34,85,71,D
2482,Male,20,B,53,33,61,F
2483,Male,19,D,45,62,30,F
2484,Male,19,B,76,52,35,F
2485,Female,18,B,99,53,79,C
2486,Male,20,E,86,40,34,F
2487,Male,19,B,79,39,33,F
2488,Male,18,A,37,50,37,F
2489,Female,18,B,84,42,30,F
2490,Female,17,B,45,87,84,C
2491,Male,20,C,48,63,96,D
2492,Female,17,B,75,47,57,F
2493,Male,20,E,100,68,66,C
2494,Female,17,B,41,95,41,F
2495,Female,21,A,,44,53,F
2496,Male,18,B,29,55,,F
2497,Male,20,E,86,45,31,F
2498,Female,19,E,100,99,46,B
2499,Male,18,D,70,41,73,D
2500,Male,19,A,37,74,29,F
2501,Male,21,D,56,96,76,C
2502,Male,18,E,46,64,97,D
2503,Male,19,A,,99,71,A
2504,Female,20,D,85,86,44,C
2505,Female,20,E,88,60,41,D
2506,Male,18,E,50,29,30,F
2507,Male,21,A,,64,46,D
2508,Female,20,D,63,84,93,B
2509,Male,20,D,95,85,33,C
2510,Male,21,D,37,39,,F
2511,Female,20,A,27,64,90,D
2512,Female,18,A,29,61,72,F
2513,Female,19,A,84,55,99,C
2514,Male,20,C,100,71,75,B
2515,Female,21,B,72,75,34,D
2516,Female,19,E,79,28,85,D
2517,Female,17,E,77,45,86,D
2518,Male,19,A,97,92,,A
2519,Male,20,E,47,94,25,F
2520,Female,19,A,71,45,46,F
2521,Male,18,A,98,93,41,C
2522,Female,17,C,41,62,54,F
2523,Male,20,E,60,49,60,F
2524,Male,20,D,56,65,38,F
2525,Female,17,D,100,80,52,C
2526,Female,17,D,99,72,60,C
2527,Female,21,C,44,74,,C
2528,Female,18,C,88,90,45,C
2529,Male,19,D,82,62,86,C
2530,Male,18,C,41,80,71,D
2531,Female,21,B,,56,32,F
2532,Female,18,C,29,51,50,F
2533,Male,19,A,57,,66,D
2534,Female,17,C,25,60,81,F
2535,Female,19,D,1,75,52,C
2536,Male,21,E,33,89,68,D
2537,Male,19,A,53,86,77,C
